product_id,product_description,product_hierarchy_1_description,product_hierarchy_2_description,product_hierarchy_3_description,product_hierarchy_4_description,product_hierarchy_5_description,product_speed_cluster,size,color,family_is_main,new_product
4428489,Mesh Short - Black - Medium Or Regular,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,fast,Medium Or Regular,Black,1,0
4428490,Mesh Short - Black - Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,fast,Large,Black,1,0
4428491,Mesh Short - Black - X Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,fast,X Large,Black,1,0
4428492,Mesh Short - Black - Xx Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,fast,XX Large,Black,1,0
4428493,Mesh Short - Black - Xxx Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,XXX Large,Black,1,0
4428494,Mesh Short - Charcoal 01 - Small,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,slow,Small,Charcoal 01,1,0
4428495,Mesh Short - Charcoal 01 - Medium Or Regular,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,Medium Or Regular,Charcoal 01,1,0
4428496,Mesh Short - Charcoal 01 - Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,fast,Large,Charcoal 01,1,0
4428497,Mesh Short - Charcoal 01 - X Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,fast,X Large,Charcoal 01,1,0
4428498,Mesh Short - Charcoal 01 - Xx Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,XX Large,Charcoal 01,1,0
4428499,Mesh Short - Charcoal 01 - Xxx Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,XXX Large,Charcoal 01,1,0
4428500,Mesh Short - Silver - Small,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,slow,Small,Silver,1,0
4428501,Mesh Short - Silver - Medium Or Regular,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,Medium Or Regular,Silver,1,0
4428502,Mesh Short - Silver - Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,fast,Large,Silver,1,0
4428503,Mesh Short - Silver - X Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,X Large,Silver,1,0
4428504,Mesh Short - Silver - Xx Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,XX Large,Silver,1,0
4428505,Mesh Short - Silver - Xxx Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,slow,XXX Large,Silver,1,0
4428506,Mesh Short - Navy - Small,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,slow,Small,Navy,1,0
4428507,Mesh Short - Navy - Medium Or Regular,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,Medium Or Regular,Navy,1,0
4428508,Mesh Short - Navy - Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,fast,Large,Navy,1,0
4428509,Mesh Short - Navy - X Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,fast,X Large,Navy,1,0
4428510,Mesh Short - Navy - Xx Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,XX Large,Navy,1,0
4428511,Mesh Short - Navy - Xxx Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,XXX Large,Navy,1,0
4428512,Mesh Short - Red - Small,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,slow,Small,Red,1,0
4428513,Mesh Short - Red - Medium Or Regular,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,Medium Or Regular,Red,1,0
4428514,Mesh Short - Red - Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,Large,Red,1,0
4428515,Mesh Short - Red - X Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,X Large,Red,1,0
4428516,Mesh Short - Red - Xx Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,XX Large,Red,1,0
4428517,Mesh Short - Red - Xxx Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,slow,XXX Large,Red,1,0
4428518,Mesh Short - Red Dark 02 - Small,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,slow,Small,Red Dark 02,1,0
4428519,Mesh Short - Red Dark 02 - Medium Or Regular,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,Medium Or Regular,Red Dark 02,1,0
4428520,Mesh Short - Red Dark 02 - Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,Large,Red Dark 02,1,0
4428521,Mesh Short - Red Dark 02 - X Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,X Large,Red Dark 02,1,0
4428522,Mesh Short - Red Dark 02 - Xx Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,mid,XX Large,Red Dark 02,1,0
4428523,Mesh Short - Red Dark 02 - Xxx Large,Apparel,Athletic/Youth Apparel - Fike,Mens Ath,Mens Ath Shorts,Basketball,slow,XXX Large,Red Dark 02,1,0
